"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL349822";"";"None";"183.21";"0";"1.80";"14";"N#Cc1ccc(Cn2ccnc2)cc1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"32.32";"0.58";"4.12";"14.23";"0";"CHEMBL1054920";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153473";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL84230";"";"None";"349.52";"1";"5.69";"22";"C[C@]12CCC3C(CC[C@H]4CC(=O)CC[C@]34C)C1CC=C2c1cccnc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL660332";"Inhibition of Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128420";"1";"Scientific Literature";"J Med Chem";"1995";"None";""
"CHEMBL3623215";"";"None";"328.46";"0";"3.37";"16";"C[C@]12Cc3cn[nH]c3C(=O)[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12";"IC50";"'='";"510.0";"nM";"6.29";"";"";"UO_0000065";"19.16";"0.36";"2.92";"9.54";"0";"CHEMBL3624595";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621095";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL175550";"";"None";"221.30";"0";"3.88";"21a";"Cc1ccc2c(c1)/C(=C/c1cccnc1)CC2";"IC50";"'='";"3930.0";"nM";"5.41";"";"";"UO_0000065";"24.43";"0.43";"1.53";"41.94";"1";"CHEMBL830012";"In vitro inhibitory concentration against human placental CYP19 incubated with 500 nM of substrate androstenedione in presence of the compound";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142706";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL205881";"";"None";"207.28";"0";"3.57";"BDBM8889";"C1=C(c2cccnc2)CCc2ccccc21";"IC50";"'='";"4.073";"nM";"8.39";"";"384967";"UO_0000065";"40.48";"0.72";"4.82";"65.09";"0";"CHEMBL3888233";"CYP19 Inhibition Assay: The enzyme was obtained from the microsome fraction of fresh human placenta (St. Josephs Krankenhaus, Saarbrucken-Dudweiler, Germany) according to the method of Thompson and Siiteri (Thompson, E. A. & Siiteri, P. K., J. Biol. Chem. 249: 5364-5372 (1974)). The isolated microsomes were suspended in a mini mum volume of phosphate buffer (0.05 M; pH 7.4; 20% glycerol). In addition, DTT (10 mM) and EDTA (1 mM) were added to protect the enzyme from degradation reactions. The protein concentration was determined according to Lowry et al. (Lowry, O. H. et al., J. Biol. Chem. 193: 265-275 (1951)) and should be about 35 mg/ml after the processing.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886626";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL83422";"";"None";"351.33";"1";"5.28";"14";"CC12CCC3C(CCC4=CCCCC43C)C1C[C@@H](Br)C2=O";"IC50";"'='";"4100.0";"nM";"5.39";"";"";"UO_0000065";"15.33";"0.35";"0.11";"31.56";"0";"CHEMBL666801";"Inhibition of 1 uM [1-beta-3H]-androstenedione binding to human placental microsome Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125884";"1";"Scientific Literature";"J Med Chem";"1991";"None";""
"CHEMBL1215664";"";"None";"277.32";"0";"3.54";"4";"Oc1ccc(-c2ccc(C(O)c3ccncc3)cc2)cc1";"IC50";"'='";"3070.0";"nM";"5.51";"";"";"UO_0000065";"19.88";"0.36";"1.97";"10.33";"0";"CHEMBL1219275";"Inhibition of human placental CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212925";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL3752689";"";"None";"528.69";"2";"6.46";"135";"COc1cc(/C=C2\C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)C2=O)ccc1OCCCn1ccnc1";"IC50";"'='";"4400.0";"nM";"5.36";"";"";"UO_0000065";"10.13";"0.19";"-1.10";"7.61";"0";"CHEMBL3757118";"Inhibition of human aromatase extracted from placental microsomes assessed as 3H2O formation from [1b,2b-3H] testosterone preincubated for 5 mins followed by protein addition measured at 7 to 21 mins by liquid scintillation counting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751755";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL1688911";"";"None";"354.31";"0";"4.11";"24";"O=c1cc(Cn2ccnc2)c2ccc(Oc3ccc(F)c(F)c3)cc2o1";"IC50";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"20.68";"0.38";"3.22";"12.80";"0";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL3623223";"";"None";"324.46";"0";"4.67";"100";"C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12";"IC50";"'='";"470.0";"nM";"6.33";"";"";"UO_0000065";"19.50";"0.36";"1.66";"18.54";"1";"CHEMBL3756951";"Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate after 15 mins by scintillation counting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751755";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL3264685";"";"None";"564.62";"1";"3.43";"31";"COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4cc(C=O)ccc4OC)nn3)cc1)CC2";"IC50";"'='";"12500.0";"nM";"4.90";"";"";"UO_0000065";"8.68";"0.17";"1.47";"4.02";"0";"CHEMBL3592237";"Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588765";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";""
"CHEMBL3407538";"";"None";"298.43";"0";"3.82";"4, 17-betaHE";"C=C1C[C@H]2[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"23.46";"0.43";"3.18";"18.77";"0";"CHEMBL3414091";"Inhibition of human placental microsome aromatase using [1beta-3H] androstenedione as substrate after 15 mins by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407463";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";""
"CHEMBL1688891";"";"None";"350.35";"0";"3.76";"3";"O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(F)c3)cc2o1";"IC50";"'='";"113.0";"nM";"6.95";"";"";"UO_0000065";"19.83";"0.36";"3.19";"12.13";"1";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL1688903";"";"None";"352.78";"0";"4.48";"16";"O=c1cc(Cn2ccnc2)c2ccc(Oc3cccc(Cl)c3)cc2o1";"IC50";"'='";"72.0";"nM";"7.14";"";"";"UO_0000065";"20.25";"0.39";"2.66";"12.47";"0";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL387892";"";"None";"256.26";"0";"2.05";"33";"COc1ccc2cc(Cn3ccnc3)c(=O)oc2c1";"IC50";"'='";"2820.0";"nM";"5.55";"";"";"UO_0000065";"21.66";"0.40";"3.50";"9.69";"0";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL1688918";"";"None";"419.44";"1";"5.29";"32";"N#Cc1ccc(C(c2cc(=O)oc3cc(Oc4ccccc4)ccc23)n2ccnc2)cc1";"IC50";"'='";"4010.0";"nM";"5.40";"";"";"UO_0000065";"12.87";"0.23";"0.11";"6.66";"0";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL1171991";"";"None";"315.42";"0";"4.75";"22";"CC(C)=C(c1ccncc1)c1ccc(-c2ccc(N)c(N)c2)cc1";"IC50";"'='";"49500.0";"nM";"4.30";"";"";"UO_0000065";"13.65";"0.24";"-0.44";"6.63";"0";"CHEMBL1177587";"Inhibition of CYP19 in human placental microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177736";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL38510";"";"None";"204.23";"0";"0.78";"6";"CC1(c2ccncc2)CCC(=O)NC1=O";"IC50";"'='";"245000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL666799";"Inhibitory activity against human placental cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123885";"1";"Scientific Literature";"J Med Chem";"1987";"None";""
"CHEMBL3099734";"";"None";"286.33";"0";"3.75";"46a";"O=C1/C(=C\c2cccnc2)C(c2ccccc2)n2cccc21";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"19.29";"0.34";"1.77";"15.83";"0";"CHEMBL3101295";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3097987";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3754241";"";"None";"394.58";"1";"6.21";"29e";"C[C@]12CCC(=O)C(Sc3ccccc3)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"17.03";"0.33";"0.51";"19.69";"0";"CHEMBL3756940";"Inhibition of human aromatase extracted from placental microsomes using [1,2-3H]androstenedione as substrate after 30 mins by scintillation counting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751755";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL3753842";"";"None";"385.46";"0";"3.92";"215";"CC(=O)O[C@H]1[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C2[C@@H]1N=[N+]=[N-]";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"16.60";"0.31";"2.48";"5.86";"0";"CHEMBL3756944";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751755";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL3753182";"";"None";"368.39";"0";"4.20";"107";"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C(=O)C(F)(F)F)[C@@H]1CCC2=O";"IC50";"'='";"26000.0";"nM";"4.58";"";"";"UO_0000065";"12.45";"0.24";"0.39";"8.95";"0";"CHEMBL3756956";"Competitive inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751755";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL3754516";"";"None";"330.42";"0";"3.24";"24b";"C[C@]12CC[C@H](OC=O)C=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"17.46";"0.33";"2.53";"9.55";"0";"CHEMBL3755860";"Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate after 20 mins by radiometric assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751755";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL348913";"";"None";"228.29";"0";"2.30";"26c";"OCc1ccc(C2CCCc3cncn32)cc1";"IC50";"'='";"14.3";"nM";"7.84";"";"";"UO_0000065";"34.36";"0.63";"5.54";"20.62";"0";"CHEMBL663244";"In vitro inhibition of cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125250";"1";"Scientific Literature";"J Med Chem";"1991";"None";""
"CHEMBL1688890";"";"None";"366.80";"0";"4.27";"4";"O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(Cl)c3)cc2o1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"18.77";"0.36";"2.62";"12.03";"1";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL2312959";"";"None";"358.42";"0";"4.24";"3m";"O=C1CCc2cc(C(c3ccncc3)c3ccc(F)cc3)cc3c2N1CC3";"IC50";"'='";"116.0";"nM";"6.94";"";"";"UO_0000065";"19.35";"0.35";"2.70";"20.89";"0";"CHEMBL2321525";"Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311453";"1";"Scientific Literature";"J Med Chem";"2013";"None";""
"CHEMBL1688892";"";"None";"400.36";"0";"4.64";"5";"O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(C(F)(F)F)c3)cc2o1";"IC50";"'='";"235.0";"nM";"6.63";"";"";"UO_0000065";"16.56";"0.31";"1.99";"11.58";"1";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL1688895";"";"None";"377.36";"0";"3.53";"7";"O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc([N+](=O)[O-])c3)cc2o1";"IC50";"'='";"141.0";"nM";"6.85";"";"";"UO_0000065";"18.15";"0.33";"3.32";"6.82";"1";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL307581";"";"None";"302.46";"0";"4.53";"4c";"CO[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12";"IC50";"'='";"0.12";"nM";"9.92";"";"";"UO_0000065";"32.80";"0.62";"5.39";"37.72";"0";"CHEMBL661696";"In vitro inhibition of cytochrome P450 19A1 in human placental microsomes";"B";"BAO_0000251";"microsome format";"None";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129695";"1";"Scientific Literature";"J Med Chem";"1996";"None";""
"CHEMBL41033";"";"None";"316.47";"0";"4.27";"9";"C[C@]12CCC(=O)C(S)=C1CCC1C2=CC[C@]2(C)C(=O)CCC12";"IC50";"'='";"3800.0";"nM";"5.42";"";"";"UO_0000065";"17.13";"0.34";"1.15";"15.88";"0";"CHEMBL664248";"Inhibition of cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125454";"1";"Scientific Literature";"J Med Chem";"1992";"None";""
"CHEMBL3623208";"";"None";"313.44";"0";"4.23";"6";"CC(=O)[C@@]1(C)CC[C@H]2[C@@H](CCC3=CC(=O)CC[C@@]32C)[C@@H]1CC#N";"IC50";"'='";"420.0";"nM";"6.38";"";"";"UO_0000065";"20.34";"0.38";"2.15";"11.01";"0";"CHEMBL3624595";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621095";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL87333";"CIS-RESVERATROL";"None";"228.25";"0";"2.97";"cis-Resveratrol";"Oc1ccc(/C=C\c2cc(O)cc(O)c2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1941245";"Inhibition of human aromatase using dibenzylfluorescein as substrate preincubated for 30 mins measured after 2 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938272";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";""
"CHEMBL37321";"";"None";"302.42";"0";"3.46";"19";"CCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O";"IC50";"'='";"6600.0";"nM";"5.18";"";"";"UO_0000065";"17.13";"0.32";"1.72";"10.31";"0";"CHEMBL666799";"Inhibitory activity against human placental cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123885";"1";"Scientific Literature";"J Med Chem";"1987";"None";""
"CHEMBL2430197";"";"None";"262.29";"0";"2.49";"12";"Cc1cn2cc(-c3ccc(O)c(O)c3O)nc2s1";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"20.95";"0.42";"3.00";"7.05";"0";"CHEMBL2433995";"Inhibition of aromatase (unknown origin) using dibenzylfluorscein as substrate incubated with NADP+ for 10 mins prior to substrate addition measured after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429861";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";""
"CHEMBL349514";"";"None";"418.67";"1";"6.21";"51";"CCSC(C[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12)SCC";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL661698";"In vitro inhibition to cytochrome P450 19A1 assayed using human placental microsomes";"B";"BAO_0000019";"assay format";"None";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129479";"1";"Scientific Literature";"J Med Chem";"1996";"None";""
"CHEMBL462879";"GARCINONE D";"None";"428.48";"0";"4.28";"3";"COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CCC(C)(C)O";"IC50";"'='";"5200.0";"nM";"5.28";"";"";"UO_0000065";"12.33";"0.23";"1.00";"4.39";"0";"CHEMBL937820";"Inhibition of aromatase in human placental microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155025";"1";"Scientific Literature";"J Nat Prod";"2008";"None";""
"CHEMBL260553";"";"None";"396.44";"0";"4.79";"9";"CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O";"IC50";"'='";"6900.0";"nM";"5.16";"";"";"UO_0000065";"13.02";"0.24";"0.37";"4.64";"0";"CHEMBL937820";"Inhibition of aromatase in human placental microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155025";"1";"Scientific Literature";"J Nat Prod";"2008";"None";""
"CHEMBL331522";"";"None";"330.47";"0";"4.14";"6";"CCCCCCCC[C@H]1C[C@](CC)(c2ccncc2)C(=O)NC1=O";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"16.80";"0.32";"1.41";"9.40";"0";"CHEMBL660334";"Inhibition of Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125308";"1";"Scientific Literature";"J Med Chem";"1992";"None";""
"CHEMBL1939520";"";"None";"274.30";"0";"4.15";"3e";"Fc1ccc(-c2nsc(-c3ccc(F)cc3)n2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1941245";"Inhibition of human aromatase using dibenzylfluorescein as substrate preincubated for 30 mins measured after 2 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938272";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";""
"CHEMBL598629";"";"None";"330.37";"0";"1.58";"43";"NS(=O)(=O)Oc1ccc(-c2cccc(Cn3cncn3)c2)cc1";"IC50";"'='";"275.0";"nM";"6.56";"";"";"UO_0000065";"19.86";"0.39";"4.98";"6.55";"0";"CHEMBL1067556";"Inhibition of aromatase in human JEG3 cells by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157574";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308202";""
"CHEMBL1688909";"";"None";"361.40";"0";"3.90";"22";"CN(C)c1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1";"IC50";"'='";"81.0";"nM";"7.09";"";"";"UO_0000065";"19.62";"0.36";"3.19";"11.72";"0";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
